Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"att4025-app1";"true";"ATT4025";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // Hosting Dedicado // Datacenter Triara";"CLT222_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm2946-gae15-0211-ch121v5)";"14/04/23 22:45:26"
"srvsanson";"true";"SAS0277";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"MV ARCSIGHT PRODUCCION";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm4560-cv20-0208-ch121v3)";"14/04/23 22:43:15"
"srepeps01";"true";"FENA039";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // HOSTING (Hosting Virtual) // DATACENTER TRIARA // BOGOTA   FENA039";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2055-far30-0415-ch121v3)";"17/02/23 22:41:32"
"tenn306ts";"true";"TENN306";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // BOGOTA // TRIARA // HOSTING";"CLT302_TRI_COM_DECACORE001 | Virtualization Layer Software";"17/02/23 22:39:10"
"wkfl01";"true";"TFM4088";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECO_MEDICION_DEVELOCIDAD_VIRTUAL_3";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2942-gae15-0207-ch121v5)";"10/04/23 22:38:52"
"minticeyepol05";"true";"ZGYO023";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// TRIARA //  DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2940-gae15-0205-ch121v5)";"10/03/23 22:36:38"
"rdctssc03";"true";"RDS0080";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORPO // CORREO // BOGOTA // TRIARA // HOSTING (Hosting Virtual)";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm3082-eq18-0216-ch121v5.datacenterdhs.local)";"04/03/23 21:11:41"
"srvvdccont";"true";"ZGKK245";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:44:26"
"tenn387";"true";"TENN387";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // MEDELLIN  // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/03/23 22:31:49"
"ptrdpvwpsiafap";"true";"ZBHB099";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REMPLAZO DE OT 16396568 //";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb438-gaf03-27-dl360g10)";"21/03/23 22:40:20"
"wfm3-gea-2-1";"true";"TFM2382";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA // ORTEZAL // SERVIDOR VIRTUAL PCCAAS BANCOLOMBIA_ORTEZAL 33 // HOSTING (HOSTING DEDICADO)";"C06_PCAAS_ORTEZAL | Virtualization Layer Software (d-att3904-oad06-0204-bl460g8.datacenterdhs.local)";"17/02/23 22:40:06"
"fttfmgmt02";"true";"TFM2690";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_FTTH_VIRTUAL_5";"CLT215_TRI_INT_HPE | Virtualization Layer Software (d-tfm2443-ei23-1204-bl460cg10)";"27/02/23 22:45:02"
"y2sqlprdbk";"true";"UEV0219";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM COR//BOGOTA//DC TRIARA//SERVIDOR DE REPLICA BD//HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4070-gax15-0213-ch121v5)";"18/02/23 21:05:25"
"win-sus";"true";"FQA0194";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ DC // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT142_TRI_DED_COREC1_ACI | Virtualization Layer Software (d-fqa0152-gbd15-18-2288hv5)";"17/02/23 22:39:41"
"andromeda";"true";"ZGKK155";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"28/02/23 21:10:59"
"srvrk2bl09";"true";"CMREY75";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTÁ DC// CRA 10 # 64 -53//SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)////ADMINISTRACIÓN SERVIDOR IBM BLADECENTER HS23 -[7875AC1]- 07 INCLUYE HW Y SO";"";"22/04/23 20:42:23"
"cmsdfm7";"true";"TFM3787";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_ACTUALIZACION_CMDB_VIRTUAL_13";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2939-gae15-0204-ch121v5)";"11/04/23 22:31:55"
"vmpalcornoque";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-d-cme0294-em18-0202-bl460cg9)";"19/04/23 22:46:06"
"fiduadmin";"true";"SFD0104";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL // CORREO // BOGOTA // Datacenter TRIARA  // HOSTING (Hosting Virtual)";"CLT127_TRI_DED_FIDUAGRARIA_FP | Virtualization Layer Software (d-sfd0086-cn05-0209-ch121v3)";"17/04/23 22:34:49"
"cecosvc-triweb1";"true";"SQD0070";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM  // DATACENTER TRIARA SODEXO HOSTING DEDICADO DESTINO 4";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4070-gax15-0213-ch121v5)";"15/04/23 21:07:03"
"srvhorus";"true";"SAS0246";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"MV WIPAENTCAPRD01";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm2929-cv20-0203-ch121v3)";"18/02/23 21:08:05"
"servidor";"true";"PKX0018";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//  GIRON // KILOMETRO 4.5 VIA GIRÓN - CAFÉ MADRID // HOSTING (HOSTING DEDICADO)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4077-gai12-0205-ch121v5)";"16/03/23 22:34:14"
"cineco-ad02";"true";"CIN0495";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //    HOSTING (HOSTING VIRTUAL) // BOGOTA // AD DNS BASE DED ATOS        CIN0495";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2439-eq18-0211-ch121v3)";"17/02/23 22:31:39"
"bellatrix2";"true";"TMP0680";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA  // PRASEO2 MV //HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3991-cv20-0210-ch12v5)";"17/04/23 22:38:05"
"hefesto";"true";"GEG0103";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)//DATACENTER TRIARA//SIBERIA//DATACENTER TRIARA GEG0103";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2055-far30-0415-ch121v3)";"18/02/23 21:09:45"
"xenapp404";"true";"TMP0732";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // MV XENAPP304 ROL (APPLICATION SERVERS)";"CLT153_TRI_DED_GRUPOAVAL008_IPA | Virtualization Layer Software (d-tfm4810-fbe38-13-sr645)";"12/04/23 22:30:57"
"cmsdb3";"true";"TFM3789";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_ACTUALIZACION_CMDB_VIRTUAL_15";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2937-gae15-0202-ch121v5)";"18/02/23 21:14:26"
"eoe0692webserver";"true";"EOE0692";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING DEDICADO)-NA//TRIARA BOGOTA//BOGOTA";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2796-eq18-0206-ch121v5)";"17/02/23 22:37:39"
"ga_tc_s1";"true";"GDZ0016";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//HOSTING (HOSTING VIRTUAL)////TRIARA//BOGOTA //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4078-gai12-0206-ch121v5)";"17/02/23 22:38:32"
"storobmp1";"true";"TFM2156";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_GESTIÓN_Y_MONITOREO_PROY_SOC_VIRTUAL_39";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm2015-ef26-3132-rh2288v3)";"18/02/23 21:16:07"
"wipaapprdxblr1";"true";"SAS0208";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"WIPAAPPRDSVP01 Servidor SEVIMPRO Produccion";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm3743-cv20-0207-ch121v3.datacenterdhs.local)";"22/04/23 21:06:55"
"hacqas";"true";"IHA0025";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA - DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT104_TRI_INT_SAPHANA | Virtualization Layer Software (d-tmf4631-faw30-27-sr950)";"18/04/23 10:12:12"
"cltdc02";"true";"IHA0100";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA - DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"14/04/23 22:31:39"
"ntr1";"true";"FLP0175";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //   HOSTING (HOSTING VIRTUAL)//NO APLICA//MEDELLÍN//MEGACENTER";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software (d-tfm3141-fbe38-0207-sn550g2)";"17/02/23 22:34:44"
"grab_mega";"true";"HOXG015";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // DATA CNETER TRIARA // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES CM 258899";"CLT303_MGC_COM_QUADOCTACORE | Virtualization Layer Software (c-tfm4537-2f06-16-sr645)";"24/02/23 22:35:49"
"prv0234";"true";"PRV1008";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP. COMERCIAL CORP. // CORREO // Bogotá // Triara // HOSTING";"CLT115_TRI_DED_GRUPOAVAL002 _FP | Virtualization Layer Software";"15/04/23 21:05:09"
"prdpvwpdigpr9";"true";"ZBHB435";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CARRERA 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REEMPLAZO DE OT 16397379";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb421-gae03-28-dl360g10)";"21/03/23 22:42:18"
"praseo2";"true";"TMP0416";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA TRIARA // HOSTING";"CLT115_TRI_DED_GRUPOAVAL002 _FP | Virtualization Layer Software";"17/02/23 22:34:03"
"mintictsps02";"true";"ZGYO010";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// TRIARA //  DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2942-gae15-0207-ch121v5)";"24/03/23 22:41:49"
"esec-ent-rba01";"true";"POH0065";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4075-gai12-0203-ch121v5)";"17/04/23 22:55:18"
"ametrina2";"true";"TMP0497";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // BOGOTA// SERVIDOR VIRTUAL PROVISIONING II CITRIX// HOSTING (HOSTING VIRTUAL)";"CLT115_TRI_DED_GRUPOAVAL002 _FP | Virtualization Layer Software";"01/04/23 21:16:31"
"gestor_tempel_2";"true";"EOE7321";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4077-gai12-0205-ch121v5)";"15/04/23 21:07:36"
"vmpaceituno";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-ucs0236-em18-0210-bl460cg9)";"18/02/23 21:15:46"
"al200235232s";"true";"AAG0403";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM COPR // BOGOTA //  TRIARA  // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT) //";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm2929-cv20-0203-ch121v3)";"22/04/23 21:08:59"
"prdpvwpsarlfwk1";"true";"ZBHB094";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP// BOGOTÁ /DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA) ERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES) // REMPLAZO DE OT 16396498  //";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb438-gaf03-27-dl360g10)";"21/03/23 22:40:54"
"galen-agd0375";"true";"AGD0375";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"** ALMAVIVA SHAREPOINT Servidor virtual BD Varios (Playback) (SQL 2012) (4 Instancias 4 BDS) con: 8 VCPU, 64 GB de RAM";"CLT115_TRI_DED_GRUPOAVAL002 _FP | Virtualization Layer Software (d-att4014-fbc30-1302-bl460cg8)";"01/04/23 21:20:39"
"integrador2";"true";"UEV0235";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING COMPARTIDO";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA SERVIDOR DE APLICACIONES Y2 // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4074-gai12-0202-ch121v5)";"17/02/23 22:38:25"
"gir-icon2-1";"true";"TFM1289";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL// HOSTING// Ortezal  BOGOTA";"C06_PCAAS_ORTEZAL | Virtualization Layer Software (d-att3905-oad06-0205-bl460g8)";"24/03/23 22:40:09"
"rds2arco";"true";"BDX0083";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software";"15/04/23 21:08:11"
"ma01win-triara";"true";"TFM2950";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_AMPLIACION_MEDIA_AGENT_FISICO_2";"";"17/02/23 21:18:15"
"ccm-baas-web";"true";"UKL0262";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - CCM-BAAS-WEB";"CCM-PP01-CL01 | Virtualization Layer Software (ccm-pp01-cl01-esxvs006.cloudclaro.co)";"31/03/23 22:42:38"
"map1new";"true";"SQH0318";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA TRIARA // HOSTING";"CLT137_TRI_DED_SPN472_ACI | Virtualization Layer Software (d-sqh0416-faz05-28-r640)";"17/04/23 22:39:11"
"prdpvwpfsn1";"true";"ZBHB559";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTÁ // DATACENTER TRIARA, KILOMETRO. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA) // HOSTING (HOSTING VIRTUAL) //  //  //AUTOMATICO MASIVO INCIDENTES";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb421-gae03-28-dl360g10)";"19/04/23 22:51:29"
"fiduweb01";"true";"SFD0103";"Windows";"Datacenter - Admin Microsoft";"(activo)";"VIRTUAL ISP";"SOP COMERCIAL // CORREO // BOGOTA *// Datacenter TRIARA // HOSTING (Hosting Virtual)";"CLT127_TRI_DED_FIDUAGRARIA_FP | Virtualization Layer Software (d-sfd0085-eq18-0210-ch121v3)";"17/02/23 22:40:25"
"pov0006";"true";"PRV0477";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOAV Servicio encuestador Porvenir  - No. Servicio: PRV0477";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2254-far30-0416-ch121v3)";"17/04/23 22:40:32"
"intbdbog01";"true";"IHA0021";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA - DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:35:15"
"gea";"true";"GEG0129";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPO COM CORP // DATCENTER TRIARA // HOSTING (Hosting Virtual)";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software (c-tfm3144-fbe38-0210-sn550g2)";"11/04/23 22:40:24"
"wpollerprod15";"true";"ZAZ0072";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_CLARO_CRECIMIENTO_SOLARWINDS_VIRTUAL_01";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2941-gae15-0206-ch121v5)";"18/02/23 21:05:16"
"gears-agd0202";"true";"AGD0202";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOAV // CORPORATIVO //  ((PAPWMSIT) - Servicio de Procesamiento // HOSTING // Bogota";"CLT114_TRI_DED_GRUPOAVAL001_FP | Virtualization Layer Software (d-tfm1668-faf05-0104-bl460cg9.datacenterdhs.local)";"20/03/23 22:36:09"
"fpsrv0104";"true";"EYQ0026";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Instalación por Traslado entre Clientes";"";"22/04/23 20:46:16"
"gir1-2-win2016";"true";"TFM2456";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_CXaaS_VIRTUAL_2";"CLT206_TRI_INT_PCAAS | Virtualization Layer Software (d-att3896-fbd30-2601-bl460cg8)";"14/04/23 22:31:05"
"srvvs8ske";"true";"ZGKK158";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:44:54"
"chat_persistente";"true";"CDI0191";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // BOGOTA // TRIARA  // HOSTING GRABACIÓN CHAT DE JABBERS";"CLT304_TRI_COM_DECACORE003_FP | Virtualization Layer Software (c-tfm1731-fae22-1210-bl460cg9.datacenterdhs.local)";"17/04/23 22:35:19"
"hobbes";"true";"FLP0209";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTÁ // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2531-cn05-0201-ch121v5.datacenterdhs.local)";"17/04/23 22:42:22"
"vsrv-everest-ii";"true";"VAK0219";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm2535-eq18-0214-ch121v5)";"31/03/23 22:45:56"
"prdpvwpsarlfwk2";"true";"ZBHB329";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REMPLAZO DE OT 16396496 //";"CLT101_GTD_PREVISORA | Virtualization Layer Software (d-zbhb427-2eda39-31-dl360g10)";"22/03/23 22:36:12"
"ucsttu4204";"true";"TTU4204";"Windows";"Datacenter - Admin Microsoft";"(activo)";"CORE";"Servers Tarificador BK PCsistel 4.0";"CLT202_TELEFONIAB200M3_ORTEZAL | Virtualization Layer Software (d-tti1366-oax03-1702-b200m3)";"17/02/23 22:41:46"
"pqrdb2";"true";"SQH0244";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SERVIDOR PQRDB1  - Contrato 354-2015";"CLT138_TRI_DED_SPN472_ACI | Virtualization Layer Software";"18/02/23 21:15:32"
"srvfhcn02";"true";"CMREY66";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTÁ DC//CRA 10 # 64 -44//SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)////ADMINISTRACIÓN SERVIDOR HP PROLIANT XL170R GEN9 INCLUYE HW Y SO";"";"22/04/23 20:46:20"
"becrux";"true";"TMP0688";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA  // KINGA1 MV //HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3991-cv20-0210-ch12v5)";"17/04/23 22:35:12"
"bd_tfm0566";"true";"TFM0566";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI- Monitoreo de CPE´s Servidor BD";"";"22/04/23 20:46:40"
"pb1";"true";"EOE4219";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING DEDICADO)//ORTEZAL//BOGOTA//ECOPETROL// GESTIÓN E-MANAGMENT REDUNDANCIA";"CLT301_MGC_COM_OCTADECACORE | Virtualization Layer Software (c-tfm2976-2nn09-0210-ch121v3)";"17/02/23 22:37:04"
"multiprod-web";"true";"SQH0588";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// MEDELLIN   // TRIARA  // HOSTING (HOSTING VIRTUAL) //";"CLT303_MGC_COM_QUADOCTACORE | Virtualization Layer Software (c-tfm4538-2qr06-08-sr645)";"18/02/23 21:13:33"
"thundercraker";"true";"AGD0589";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA // TRIARA APPSERVERWMS HA3 // TRIARA APPSERVERWMS HA3 // TRIARA APPSERVERWMS HA3 // HOSTING (HOSTING VIRTUAL) //";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm2543-cv20-0202-ch12lv3)";"17/04/23 22:38:43"
